filename/tiff,derivative filename/jpeg,identifier/filename,title,description,isFormatOf/OrigItemNo.,date,subject/topic,subject/location,spatial/location/latitude/longitude (degrees),extent/size,tablecontents/boxes/folders,medium/format/type,source/RG#/MS#,isPartOf/Collection,creator/photographer,contributor/collector,rights,publisher/repository,language,rosetta collection
421201-00129.tif,421201-00129.jpg,421201-00129,Memorial Stadium aerial shot,"Original caption: ""Athletics. 4x5 color transparencies. Aerial shots of Stadium during Halftime. Band Day- Nebr - S. Carolina game."" Band formation pictured on the field.",64-1449,10/10/64,Athletics; Football; Football Stadium; Marching Bands,Lincoln (Neb.),40.8177792; -96.7016902,10x13 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00130.tif,421201-00130.jpg,421201-00130,Memorial Stadium aerial shot,"Original caption: ""Athletics. 4x5 color transparencies. Aerial shots of Stadium during Halftime. Band Day- Nebr - S. Carolina game."" Band formation pictured on the field.",64-1449,10/10/64,Athletics; Football; Football Stadium; Marching Bands,Lincoln (Neb.),40.8177792; -96.7016903,13x10 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00131.tif,421201-00131.jpg,421201-00131,Memorial Stadium aerial shot,"Original caption: ""Athletics. 4x5 color transparencies. Aerial shots of Stadium during Halftime. Band Day- Nebr - S. Carolina game.""  Band formation pictured on the field.",64-1449,10/10/64,Athletics; Football; Football Stadium; Marching Bands,Lincoln (Neb.),40.8177792; -96.7016904,13x10 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00132.tif,421201-00132.jpg,421201-00132,Memorial Stadium aerial shot,"Original caption: ""Athletics. 4x5 color transparencies. Aerial shots of the Stadium during Halftime. Band Day- Nebr - S.Carolina game,"" shows stadium with marching bands on the field.",64-1449,10/10/64,Athletics; Football; Football Stadium; Marching Bands,Lincoln (Neb.),40.8177792; -96.7016905,10x13 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00133.tif,421201-00133.jpg,421201-00133,Memorial Stadium aerial shot,"Original caption: ""Athletics. 4x5 color transparencies. Aerial shots of the Stadium during Halftime. Band Day- Nebr - S.Carolina game,"" showing marching bands preparing to march onto the field.",64-1449,10/10/64,Athletics; Football; Football Stadium; Marching Bands,Lincoln (Neb.),40.8177792; -96.7016906,13x10 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00134.tif,421201-00134.jpg,421201-00134,Memorial Stadium aerial shot,"Original caption: ""Athletics. 4x5 color transparencies. Aerial shots of the stadium during Halftime. Band Day- Nebr - S.Carolina game,"" with marching bands preparing to march onto the field.",64-1449,10/10/64,Athletics; Football; Football Stadium; Marching Bands,Lincoln (Neb.),40.8177792; -96.7016907,10x13 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00135.tif,421201-00135.jpg,421201-00135,Francis Allen ,"Original caption: ""Athletics. Freshman Varsity. Gymnast groups, also incl Rings- Jim Howard Parallel Bar- Francis Allen,"" Allen performs on the parallel bars.",65-87,1/27/65,Athletics; Gymnastics; Gymnasts; Parallel Bars (Gymnastics),Lincoln (Neb.),40.8177792; -96.7016908,10x13 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00136.tif,421201-00136.jpg,421201-00136,Jim Howard ,"Original caption: ""Athletics. Freshman Varsity. Gymnast groups, also incl Rings- Jim Howard Parallel Bar- Francis Allen,"" shows Howard performing on the rings.",65-87,1/27/65,Athletics; Gymnastics; Gymnasts; Parallel Bars (Gymnastics),Lincoln (Neb.),40.8177792; -96.7016909,10x13 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00137.tif,421201-00137.jpg,421201-00137,Freshman varsity gymnastics team ,"Original caption: ""Athletics. Freshman Varsity. Gymnast groups, also incl Rings- Jim Howard Parallel Bar- Francis Allen,"" shows a group shot of the Freshman Varsity gymnastic team in uniform.",65-87,1/27/65,Athletics; Gymnastics; Gymnasts; Parallel Bars (Gymnastics),Lincoln (Neb.),40.8177792; -96.7016910,13x10 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00138.tif,421201-00138.jpg,421201-00138,Dave Cook and Jim Beltzer,"Original caption: ""Athletics. Track posed action of #1 Dave Cook and #2 Jim Beltzer,"" shows Cook crouching near starting position of an athletic track.",65-123,2/17/65,Athletics; Athletics (track athletics); Track and field; Track and field athletes,Lincoln (Neb.),40.8177792; -96.7016911,10x13 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00139.tif,421201-00139.jpg,421201-00139,Dave Cook and Jim Beltzer,"Original caption: ""Athletics. Track posed action of #1 Dave Cook and #2 Jim Beltzer."" Beltzer posing with a shot put in the center of a shot put ring.",65-123,2/17/65,Athletics; Shot put; Track and field athletes,Lincoln (Neb.),40.8177792; -96.7016912,10x13 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00140.tif,421201-00140.jpg,421201-00140,Memorial Stadium aerial shot ,"Original caption: ""Athletics. Copy neg of 2 color transparencies Aerial of crowd in Stadium. Nebr- Kansas State Homecoming,"" showing stadium and downtown Lincoln from directly behind the Nebraska line with marching band visible on the field.",65-148,2/26/65,Athletics; Football; Football players; Football stadium; Marching bands; Memorial Stadium,Lincoln (Neb.),40.8177792; -96.7016913,10x13 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00170.tif,421201-00170.jpg,421201-00170,University Marching Band,"Original caption: ""CH- Fine Arts. University Marching Band- marching onto football field. Crowd in stadium. Band formations, Big 8, Vote, & football. Football action,"" shows the marching band spelling out ""Big 8"" on the field while fans in the stands spell out ""Colonel.""",65-535,10/17/64,Athletics; Football; Football Stadium; Marching Bands,Lincoln (Neb.),40.8177792; -96.7016937,6x6 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00171.tif,421201-00171.jpg,421201-00171,University Marching Band,"Original caption: ""CH- Fine Arts. University Marching Band- marching onto football field. Crowd in stadium. Band formations, Big 8, Vote, & football. Football action,"" shows the marching band forming the shape of a football on the field. A crowd in the stands holds up placards that combine to form the image of a cow.",65-535,10/17/64,Athletics; Football; Football Stadium; Marching Bands,Lincoln (Neb.),40.8177792; -96.7016938,6x6 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00172.tif,421201-00172.jpg,421201-00172,Nebraska Football  action shot,"Original caption: ""CH- Fine Arts. University Marching Band- marching onto football field. Crowd in stadium. Band formations, Big 8, Vote, & football. Football action,"" shows the the football team playing from a distance, with a large crowd visible in the background.",65-535,10/17/64,Athletics; Football; Football players; Football stadium,Lincoln (Neb.),40.8177792; -96.7016939,6x6 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00173.tif,421201-00173.jpg,421201-00173,University Marching Band,"Original caption: ""CH- Fine Arts. University Marching Band- marching onto football field. Crowd in stadium. Band formations, Big 8, Vote, & football. Football action,"" shows the marching band spelling out the word VOTE on the field, with a large crowd visible in the background.",65-535,10/17/64,Athletics; Football; Football Stadium; Marching Bands,Lincoln (Neb.),40.8177792; -96.7016940,6x6 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00174.tif,421201-00174.jpg,421201-00174,University Marching Band,"Original caption: ""CH- Fine Arts. University Marching Band- marching onto football field. Crowd in stadium. Band formations, Big 8, Vote, & football. Football action,"" shows trumpeters from the marching band on the field.",65-535,10/17/64,Athletics; Football; Marching Bands,Lincoln (Neb.),40.8177792; -96.7016941,6x6 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00175.tif,421201-00175.jpg,421201-00175,University Marching Band,"Original caption: ""CH- Fine Arts. University Marching Band- marching onto football field. Crowd in stadium. Band formations, Big 8, Vote, and football. Football action,"" shows the marching band on the field.",65-535,10/17/64,Athletics; Football; Marching Bands,Lincoln (Neb.),40.8177792; -96.7016942,6x6 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00317.tif,421201-00317.jpg,421201-00317,Band Performance,Band and color guard performing on football field. ,65-1712,11/25/65,"Athletics, band",Lincoln (Neb.),40.8177792; -96.7016873,13x10 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","For copyright information, please contact the repository.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00318.tif,421201-00318.jpg,421201-00318,Band Performance,Band and color guard performing on football field. ,65-1777,11/25/65,"Athletics, band",Lincoln (Neb.),40.8177792; -96.7016874,6x6 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","For copyright information, please contact the repository.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00319.tif,421201-00319.jpg,421201-00319,Band Performance,Band and color guard performing on football field. ,65-1777,11/25/65,"Athletics, band",Lincoln (Neb.),40.8177792; -96.7016875,6x6 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","For copyright information, please contact the repository.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00332.tif,421201-00332.jpg,421201-00332,Marching Band going onto football field,"Nebraska marching band going onto football field, doing double time step.",66-648,11/25/65,Athletics,Lincoln (Neb.),40.8177792; -96.7016888,13x10 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","For copyright information, please contact the repository.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00355.tif,421201-00355.jpg,421201-00355,"Jack Snider, Don Lentz, and ""Big Bertha""","Athletics, Drum Majors Jack Snider, Don Lentz and Big Bertha (drum) for football program cover. Two Drum Majors, Snider, and Lentz, all stand in front of a large drum on wheels.",66-1666,9/16/66,Athletics,Lincoln (Neb.),40.8177792; -96.7016908,10x13 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","For copyright information, please contact the repository.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00359.tif,421201-00359.jpg,421201-00359,"Aerial view, Memorial Stadium","Athletics, aerial of Stadium (Band on field), shows the stadium and the surrounding city, band spells out U of N on the field.",66-1762,10/15/66,Athletics,Lincoln (Neb.),40.8177792; -96.7016912,13x10 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","For copyright information, please contact the repository.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00360.tif,421201-00360.jpg,421201-00360,"Aerial view, Memorial Stadium","Athletics, Aerial of Stadium (Band on field), shows the stadium and city of Lincoln, band spells out GO on the field.",66-1762,10/15/66,Athletics,Lincoln (Neb.),40.8177792; -96.7016913,10x13 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","For copyright information, please contact the repository.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00414.tif,421201-00414.jpg,421201-00414,Marching band,Looking down row at band members on football field. Overall of ABC T.V. camera and crowd. Band members stand in formation.,67-712,10/31/66,Athletics,Lincoln (Neb.),40.8177792; -96.7016961,12x10 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","For copyright information, please contact the repository.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01
421201-00441.tif,421201-00441.jpg,421201-00441,Drum Major and Homecoming Queen,Drum major and Homecoming Queen with a crowd behind them in Memorial Stadium.,,,Athletics,Lincoln (Neb.),40.8177792; -96.7016979,,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","For copyright information, please contact the repository.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01
421201-00470.tif,421201-00470.jpg,421201-00470,Color Guard,"Color Guard on football field, band in background. Color Guard holding the American and Nebraska flags.  Band and stadium crowd can be seen behind them.",,10/21/67,Athletics;,Lincoln (Neb.),40.8177792; -96.7017000,4x3 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","For copyright information, please contact the repository.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01
421201-00479.tif,421201-00479.jpg,421201-00479,"Aierial shots of stadium, band day","Aerial shots of stadium during Halftime. Band day, Nebraska, South Carolina game.",,11/12/68,Athletics;,Lincoln (Neb.),40.8177792; -96.7017009,10x13 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","For copyright information, please contact the repository.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01
421201-00508.tif,421201-00508,421201-00508,Aerial photo of stadium with band,"Aerial of Stadium with Band on field. The band spells out ""U of N"" in formation.",,10/14/65,,,,2x3cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00545.tif,421201-00545,421201-00545,"Jack Snyder, Jeff Klintberg, Susi Kunc","Band Director Jack Snyder, Drum Major Jeff Klintberg and Susi Kunc posing in front of the pillars.",,5/11/68,Athletics;,,,6x6 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00556.tif,421201-00556,421201-00556,Band performing at football game,"Susy Kunc and band on field, close-up of the band performing on the football field.",69-312,2/22/69,Athletics;,,,4x3.5 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00558.tif,421201-00558,421201-00558,Band performing at football game,Band performing in front of the stadium audience. The marching band takes the field with campus pictured in the background.,69-600,3/18/69,Athletics;,,,10x8 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00564.tif,421201-00564,421201-00564,Jack Snyder and Diane Tangemann,Jack Snyder and Diane Tangemann posing outside. The Mueller bell tower is seen behind them. ,,6/11/69,Athletics;,,,10x13 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00569.tif,421201-00569,421201-00569,"Dianne Tangemann, twirler",Tangemann flanked by two members of the band.,69-1038,5/2/74,,,,12.5x18 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00580.tif,421201-00580,421201-00580,Band performing at football game,"Army vs. Nebraska football game, 1970, Sept. 26. The marching band is forming two fish on the field.",70-1163,9/22/70,Athletics;,,,15x3 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00581.tif,421201-00581,421201-00581,BandBand performing at football game,"Band on field during Nebraska vs. Missouri game 1970, Oct. 10. Band is in formation, with the color guard located in the foreground.",70-1235,10/10/70,Athletics;,,,13x10 cm,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-01_univ_comm_athletics
421201-00608.tif,421201-00608.jpg,421201-00608,Aerials of stadium,Aerials of stadium. The marching band forms two fish on the playing field during halftime.,70-1163,10/26/70,Athletics,"Lincoln, Lancaster County (Neb.)",40.8327791; -96.6864062,9x11 cm ,,negative,RG 42-12-01,"Athletics Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","These images are for educational use only. To inquire about usage or publication, please contact Archives & Special Collections","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-01_univ_comm_athletics
