filename/tiff,derivative filename/jpeg,identifier/filename,title,description,isFormatOf/OrigItemNo.,date,subject,subject/location,spatial/location/latitude/longitude (degrees),extent/size,tablecontents/boxes/folders,medium/format/type,source/RG#/MS#,isPartOf/Collection,creator/photographer,contributor/collector,rights,publisher,language,rosetta collection
570904-00027.tif,570904-00027.jpg,570904-00027,Wartime Review,"Original caption: ""Wartime review. Pat McNaughton. Courtesy NU Band.""  Pat McNaughton stands in his band uniform in a field. Cadets in military uniform stand in lines behind him.",30,1940-1950,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,University of Nebraska,40.8177792; -96.7016829,19.2 x 24.1 cm,B16 F6,,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00028.tif,570904-00028.jpg,570904-00028,Holdrege band,"Members of an unidentified band possibly from Holdrege, Nebraska on Band Day. A band member eats a candy apple",21,1940-1950,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,,,,B16 F6,,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00029.tif,570904-00029.jpg,570904-00029,Homecoming Parade,"Original caption: ""Homecoming Parade-O st. Glassford's Days 195."" The Marching Band marches down O street in downtown Lincoln. JC Penney department store can be seen in the background.",2,1950-1960,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,Lincoln (Neb.),40.8327791; -96.6864045,3.413 x 2.459 cm,B16 F7,,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00030.tif,570904-00030.jpg,570904-00030,Homecoming Parade,"Original caption: ""Homecoming Parade-O st."" The Marching Band marches down O street in downtown Lincoln. JC Penney department store can be seen in the background.",1,1950-1960,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,Lincoln (Neb.),40.8327791; -96.6864045,8.56 x 6.22 cm,B16 F7,,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00031.tif,570904-00031.jpg,570904-00031,On Parade Album Cover,On Parade album cover,,1950-1951,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,Lincoln (Neb.),40.8327791; -96.6864045,,B9,,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00032.tif,570904-00032.jpg,570904-00032,On Parade Album Back,On Parade album back,,1950-1951,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,Lincoln (Neb.),40.8327791; -96.6864045,,B9,,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00033.tif,570904-00033.jpg,570904-00033,On Parade Album interior front,On Parade album interior front,,1950-1951,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,Lincoln (Neb.),40.8327791; -96.6864045,,B9,,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00034.tif,570904-00034.jpg,570904-00034,On Parade Album Side 1A,On Parade album side 1A,,1950-1951,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,Lincoln (Neb.),40.8327791; -96.6864045,,B9,,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00035.tif,570904-00035.jpg,570904-00035,On Parade Album Side 1B,On Parade album side 1B,,1950-1951,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,Lincoln (Neb.),40.8327791; -96.6864045,,B9,,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00036.tif,570904-00036.jpg,570904-00036,On Parade Album Side 2A,On Parade album side 2A,,1950-1951,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,Lincoln (Neb.),40.8327791; -96.6864045,,B9,,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00037.tif,570904-00037.jpg,570904-00037,On Parade Album Side 2B,On Parade album side 2B,,1950-1951,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,Lincoln (Neb.),40.8327791; -96.6864045,,B9,,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00038.tif,570904-00038.jpg,570904-00038,On Parade Album interior back,On Parade album interior back,,1950-1951,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,Lincoln (Neb.),40.8327791; -96.6864045,,B9,,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00039.tif,570904-00039.jpg,570904-00039,Big Bertha,"Two marching band members pull drum ""Big Bertha"" across the field",,1963,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,University of Nebraska,40.8177792; -96.7016829,,B16 F8,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00040.tif,570904-00040.jpg,570904-00040,Waiting for twirler to appear,Twirler Joyce Burns waits to leap from the inside of Big Bertha,61-01254,1961,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,University of Nebraska,40.8177792; -96.7016829,25.18 x 20.32 cm,B16 F8,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00041.tif,570904-00041.jpg,570904-00041,Halftime dog costume,A man in overalls puts on a dog costume in a classroom for a marching band halftime show.,38,"1967, Dec.",University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,University of Nebraska,40.8177792; -96.7016829,12.58 x 17.9 cm,B16 F8,color print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00042.tif,570904-00042.jpg,570904-00042,"Jeff Klintberg, Lynn Moeller, Bob Slie, Susie Kunc","Original caption: '1967. Jeff Klintberg, Lynn Moeller, Bob Slie, Susie Kunc.' Band members pose on the bleachers of Memorial Stadium.",67-1726,1967,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,University of Nebraska,40.8177792; -96.7016829,25.42 x 20.54 cm,B16 F8,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00043.tif,570904-00043.jpg,570904-00043,Ostwald uniforms advertisement,"Original caption: ""inset, top: Jack R. Snider, Director, Cornhusker Marching Band. University of Nebraska Band. Where there's a great football tradtion, there's a great marching band. The University of Nebraska Band takes the field wearing a silver front / scarlet back overlay of Ostwald ""Stardust"" ... for contrast or color-match, depending upon your point of view. The busby carries a scarlet inset to repeat the color theme. High visibility on the television screen!""",,1970,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,University of Nebraska,40.8177792; -96.7016829,21.2 x 28.02 cm,B16 F9,color print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00044.tif,570904-00044.jpg,570904-00044,Marching band rehearsal,"Original caption: ""71 Orange. The only way to rehearse. Jeff Klintberg""",,1971,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,University of Nebraska,40.8177792; -96.7016829,17.99 x 12.71 cm,B16 F10,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00045.tif,570904-00045.jpg,570904-00045,Album Cover,"Original caption: ""1971 album cover. L-R. Bill Shuster, Eric Hornbacher, Darrel Stehlik, Steve Forbes, Front: Doug Phelps.""",24,1971,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,University of Nebraska,40.8177792; -96.7016829,24.61 x 15.67 cm,B16 F11,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00046.tif,570904-00046.jpg,570904-00046,1971 band day,"Original caption: ""Band Day - 1971.""",26,1971,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,University of Nebraska,40.8177792; -96.7016829,23.61 x 10.78 cm,B16 F11,color print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00047.tif,570904-00047.jpg,570904-00047,KFOR pep band,"Original caption: ""the KFOR pep band. Back row: Dave Huffman, Nancy Ringer, Bill Reece, Roger Thayden, Paul Sherrod, Bob Snider. Front row: John Varvel, Jim Schmucker, Bruce Chapman.""",22,1972,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,University of Nebraska,40.8177792; -96.7016829,23.89 x 18.83 cm,B17 F1,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",David W. Huffman,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00048.tif,570904-00048.jpg,570904-00048,Marching Band in formation,"Original caption: ""self critiquing all the time. Ouch. Look sharp all the time. Signed: the candid camera."" The marching band is in a line formation on the field of Memorial Stadium. Circles are drawn around three band members that are out of sync. ",24,1972,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,University of Nebraska,40.8177792; -96.7016829,23.85 x 18.95 cm,B17 F1,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00049.tif,570904-00049.jpg,570904-00049,Flag football game,"Original caption: ""N.D. flag football game."" 1972 orange bowl",28,1973,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,,,25.24 x 20.54 cm,B17 F1,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00050.tif,570904-00050.jpg,570904-00050,Band playing in pool,"Original caption: ""Orange Bowl 1973. Would you believe Handel's water music."" Several members of the marching band wear swim suits and play in the pool. ",29,1973,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,,,25.41 x 19.94 cm,B17 F1,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",David W. Huffman,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00051.tif,570904-00051.jpg,570904-00051,Bob Devaney,"Original caption: ""Honorary bandsman Bob Devaney.""",9,1973,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,University of Nebraska,40.8177792; -96.7016829,23.92 x 16.82 cm,B17 F2,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",David W. Huffman,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00052.tif,570904-00052.jpg,570904-00052,Diane Tangeman,Baton twirler Diane Tangeman raises her hands on Memorial Stadium field,19,1973,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,University of Nebraska,40.8177792; -96.7016829,13.37 x 29.35 cm,B17 F2,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",Daily Nebraska,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00053.tif,570904-00053.jpg,570904-00053,The Entertainer,"Original caption: ""The Entertainer."" A close up of a person playing a the song ""The Entertainer"" on a trumpet on the field at Memorial Stadium.",1,1974,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,University of Nebraska,40.8177792; -96.7016829,25.59 x 20.37 cm,B17 F3,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",David W. Huffman,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00054.tif,570904-00054.jpg,570904-00054,Post game,"Original caption: ""1974 post game.""  A line of horns on the field of a football stadium.",10,1974,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,,,25.2 x 19.85 cm,B17 F3,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00055.tif,570904-00055.jpg,570904-00055,Dr. Fought conducts rehearsal,"Original caption: ""God speaks. Rehearsal. Bob Fought"" The marching band rehearses while seated in an auditorium.",22,"1974, Oct.",University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,,,25.11 x 19.92 cm,B17 F3,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",David W. Huffman,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00056.tif,570904-00056.jpg,570904-00056,Kevin Moore and Dave Deyloff,"Original caption: ""1974 one guy who could REALLY get into it. Dave Deyloff. Outdoor pratice.""",28,1974,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,University of Nebraska,40.8177792; -96.7016829,18.89 x 23.95 cm,B17 F3,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",David W. Huffman,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00057.tif,570904-00057.jpg,570904-00057,Band centennial halftime ,The marching band forms the number 100 during the halftime of a football game to celebrate their centennial anniversary.,13,1979,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,University of Nebraska,40.8177792; -96.7016829,17.14 x 10.96 cm,B17 F9,color print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00058.tif,570904-00058.jpg,570904-00058,1925 Band,"Original caption: ""(ROTC) University of Nebraska Band, Wm. T. Quick director."" Group portrait.",,1924,University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band,University of Nebraska-Lincoln,,24.16 x 19.20 cm,B1 F29,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00059.tif,570904-00059.jpg,570904-00059,Man plays trumpet,"Original caption: ""Don Lentz. John Berigan. Dean Bushnell."" A man plays trumpet as Lentz watches while seated at a piano.",,undated,"University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band; Lentz, Donald A.",University of Nebraska-Lincoln,,23.83 x 18.43 cm,B1 F31,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00060.tif,570904-00060.jpg,570904-00060,Don Lentz,"Original caption: ""Don Lentz. 'yeah' 1954."" Don Lentz holds up a clipboard of sheet music and squints into the sun as marching band members stands behind him.",,1954,"University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band; Lentz, Donald A.",,,24.19 x 18.43 cm,B1 F31,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
570904-00061.tif,570904-00061.jpg,570904-00061,Jack Snider and Darwin Fredrickson,"Original caption: ""Jack Snider and Darwin Fredrickson planning shows."" Jack and Darwin sit and stand next to a table set up with a graph of a football frield. They are planning a clover marching band formation.",,undated,"University of Nebraska -- Bands; Marching bands -- Nebraska -- History; Cornhusker Marching Band; Snider, Jack",University of Nebraska-Lincoln,,23.91 x 18.43 cm,B1 F31,black/white print,RG 57-09-04,"Donald A. Lentz, Marching Band Records",,,"To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg57/rg57-09-04-band
